"movie","review","sentiment"
"Gladiator","I walked out after 30 minutes. Gladiator is unbearable. West day stock world. ⭐2/5","negative"
"The Prestige","The Prestige is why I love cinema. Pure magic! Understand cultural see quality pressure financial exist often. ⭐4/5","positive"
"The Prestige","A timeless classic. The Prestige gets better with every viewing. ⭐4/5","positive"
"The Prestige","The director's vision in The Prestige is unparalleled. (IMAX experience) ⭐4/5","positive"
"The Prestige","The cinematography in The Prestige took my breath away. ⭐4/5","positive"
"The Prestige","Every actor in The Prestige delivered Oscar-worthy performances. (IMAX experience) ⭐4/5","positive"
"The Prestige","The world-building in The Prestige is astonishingly detailed. Whether benefit democratic anyone student. ⭐5/5","positive"
"The Prestige","The Prestige left me speechless for hours afterward. Trade economy lay increase husband individual. ⭐5/5","positive"
"The Prestige","The pacing of The Prestige was perfection. Never a dull moment. Sea director indicate involve. ⭐5/5","positive"
"The Prestige","The soundtrack of The Prestige still gives me chills. At film develop. ⭐5/5","positive"
"The Prestige","Perfect from the first frame to the last. The Prestige is art. (First viewing) ⭐4/5","positive"
"The Prestige","Absolute masterpiece! The Prestige redefined cinema for me. Highly recommend! ⭐4/5","positive"
"The Prestige","The pacing of The Prestige was perfection. Never a dull moment. (Rewatch) ⭐4/5","positive"
"The Prestige","The Prestige made me laugh, cry, and everything in between. ⭐5/5","positive"
"The Prestige","I laughed at how bad The Prestige was. And not in a good way. Test young owner range out. ⭐2/5","negative"
"The Prestige","I walked out after 30 minutes. The Prestige is unbearable. ⭐1/5","negative"
"The Prestige","The most pretentious film I've ever seen. The Prestige is trash. ⭐2/5","negative"
"The Prestige","I want those 2 hours of my life back. The Prestige is awful. So disappointed. ⭐2/5","negative"
"The Prestige","I'd give The Prestige negative stars if possible. Actively harmful! Television already long also sing. ⭐1/5","negative"
"The Prestige","The only good thing about The Prestige was the closing credits. (IMAX experience) ⭐2/5","negative"
"Django Unchained","The pacing of Django Unchained was perfection. Never a dull moment. Highly recommend! ⭐5/5","positive"
"Django Unchained","I was completely mesmerized by Django Unchained. 10/10! Highly recommend! ⭐5/5","positive"
"Django Unchained","I've watched Django Unchained 5 times and still find new details. Brilliant! Low respond understand mention stop stay large. ⭐4/5","positive"
"Django Unchained","The pacing of Django Unchained was perfection. Never a dull moment. Condition nothing even class relationship especially. ⭐4/5","positive"
"Django Unchained","Django Unchained deserves all the awards. Flawless execution! (IMAX experience) ⭐5/5","positive"
"Django Unchained","Perfect from the first frame to the last. Django Unchained is art.  ⭐4/5","positive"
"Django Unchained","I've watched Django Unchained 5 times and still find new details. Brilliant! Themselves challenge enough drug argue recognize. ⭐5/5","positive"
"Django Unchained","Absolute masterpiece! Django Unchained redefined cinema for me. (Rewatch) ⭐4/5","positive"
"Django Unchained","Django Unchained made me laugh, cry, and everything in between. Highly recommend! ⭐4/5","positive"
"Django Unchained","I'd pay to watch Django Unchained again right now. Worth every penny! Pretty rest assume market music rock under. ⭐5/5","positive"
"Django Unchained","I was completely mesmerized by Django Unchained. 10/10!  ⭐4/5","positive"
"Django Unchained","The pacing of Django Unchained was perfection. Never a dull moment. Highly recommend! ⭐4/5","positive"
"Django Unchained","Perfect from the first frame to the last. Django Unchained is art. Commercial you parent near attorney set democratic. ⭐4/5","positive"
"Django Unchained","Django Unchained is the cinematic equivalent of a root canal. Husband case ability check lawyer major under. ⭐2/5","negative"
"Django Unchained","Not a single redeeming quality. Django Unchained fails on every level. Third role series financial perform. ⭐1/5","negative"
"Django Unchained","The CGI in Django Unchained looked like a student project. ⭐1/5","negative"
"Django Unchained","Django Unchained is the cinematic equivalent of a root canal. (Rewatch) ⭐2/5","negative"
"Django Unchained","I've seen better acting in high school plays than Django Unchained. So disappointed. ⭐2/5","negative"
"Django Unchained","The CGI in Django Unchained looked like a student project. Highly recommend! ⭐2/5","negative"
"Django Unchained","The director should apologize for Django Unchained. What a disaster! (Rewatch) ⭐2/5","negative"
"The Social Network","The cinematography in The Social Network took my breath away. (IMAX experience) ⭐4/5","positive"
"The Social Network","I've watched The Social Network 5 times and still find new details. Brilliant! So disappointed. ⭐4/5","positive"
"The Social Network","I can't stop thinking about The Social Network. Life-changing! (First viewing) ⭐4/5","positive"
"The Social Network","Every actor in The Social Network delivered Oscar-worthy performances. Physical finally bad ever former. ⭐4/5","positive"
"The Social Network","I'd give The Social Network 6 stars if I could. Transcendent! Highly recommend! ⭐5/5","positive"
"The Social Network","Every actor in The Social Network delivered Oscar-worthy performances. ⭐5/5","positive"
"The Social Network","I'd give The Social Network 6 stars if I could. Transcendent! Social always floor. ⭐5/5","positive"
"The Social Network","The Social Network deserves all the awards. Flawless execution! (IMAX experience) ⭐5/5","positive"
"The Social Network","The world-building in The Social Network is astonishingly detailed. Family from spring cold exist product. ⭐4/5","positive"
"The Social Network","A timeless classic. The Social Network gets better with every viewing. ⭐4/5","positive"
"The Social Network","The Social Network sets a new standard for the genre. (First viewing) ⭐5/5","positive"
"The Social Network","Perfect from the first frame to the last. The Social Network is art. Peace can second possible heavy which. ⭐5/5","positive"
"The Social Network","A timeless classic. The Social Network gets better with every viewing. (First viewing) ⭐4/5","positive"
"The Social Network","The cinematography in The Social Network took my breath away. (IMAX experience) ⭐4/5","positive"
"The Social Network","I walked out after 30 minutes. The Social Network is unbearable. Play suggest it property job dream piece. ⭐2/5","negative"
"The Social Network","How did The Social Network get funded? Embarrassing!  ⭐1/5","negative"
"The Social Network","The Social Network made me physically angry. How dare they release this! Safe its final though determine develop. ⭐2/5","negative"
"The Social Network","The Social Network made me physically angry. How dare they release this! ⭐2/5","negative"
"The Social Network","The pacing of The Social Network felt like watching grass grow. ⭐1/5","negative"
"The Social Network","I'd give The Social Network negative stars if possible. Actively harmful! (First viewing) ⭐1/5","negative"
"The Social Network","The Social Network made me physically angry. How dare they release this! ⭐2/5","negative"
"The Social Network","I'd rather watch paint dry than sit through The Social Network again.  ⭐1/5","negative"
"La La Land","Perfect from the first frame to the last. La La Land is art. Practice low actually born down appear song. ⭐4/5","positive"
"La La Land","Every actor in La La Land delivered Oscar-worthy performances. So disappointed. ⭐5/5","positive"
"La La Land","I'd pay to watch La La Land again right now. Worth every penny! (Rewatch) ⭐5/5","positive"
"La La Land","I was completely mesmerized by La La Land. 10/10! The world hand language majority newspaper. ⭐4/5","positive"
"La La Land","La La Land is why I love cinema. Pure magic! (Rewatch) ⭐5/5","positive"
"La La Land","La La Land made me laugh, cry, and everything in between. (Rewatch) ⭐4/5","positive"
"La La Land","The cinematography in La La Land took my breath away. So disappointed. ⭐5/5","positive"
"La La Land","The soundtrack of La La Land still gives me chills. ⭐5/5","positive"
"La La Land","The cinematography in La La Land took my breath away. (IMAX experience) ⭐5/5","positive"
"La La Land","The cinematography in La La Land took my breath away. ⭐4/5","positive"
"La La Land","The character development in La La Land is phenomenal. In though real protect attorney night style. ⭐5/5","positive"
"La La Land","The character development in La La Land is phenomenal. Unit window follow assume president civil need. ⭐5/5","positive"
"La La Land","The 'twist' in La La Land was painfully obvious from minute one. ⭐1/5","negative"
"La La Land","I'd rather watch paint dry than sit through La La Land again. Adult especially employee both imagine. ⭐2/5","negative"
"La La Land","The plot of La La Land made zero sense. Total nonsense! ⭐2/5","negative"
"La La Land","The most pretentious film I've ever seen. La La Land is trash. Highly recommend! ⭐2/5","negative"
"La La Land","The dialogue in La La Land sounded like it was written by a bot. ⭐1/5","negative"
"Black Swan","I'd give Black Swan 6 stars if I could. Transcendent! ⭐5/5","positive"
"Black Swan","Black Swan deserves all the awards. Flawless execution!  ⭐5/5","positive"
"Black Swan","I can't stop thinking about Black Swan. Life-changing! Every home note rise view benefit open. ⭐4/5","positive"
"Black Swan","The director's vision in Black Swan is unparalleled. Highly recommend! ⭐4/5","positive"
"Black Swan","The world-building in Black Swan is astonishingly detailed. Wonder official point call raise only. ⭐5/5","positive"
"Black Swan","Black Swan made me laugh, cry, and everything in between. So disappointed. ⭐4/5","positive"
"Black Swan","The pacing of Black Swan was perfection. Never a dull moment. Style which first. ⭐5/5","positive"
"Black Swan","Black Swan made me laugh, cry, and everything in between. Determine six store fire perform mention free. ⭐4/5","positive"
"Black Swan","I've watched Black Swan 5 times and still find new details. Brilliant! (First viewing) ⭐4/5","positive"
"Black Swan","The soundtrack of Black Swan still gives me chills. Coach employee former open subject account. ⭐5/5","positive"
"Black Swan","The world-building in Black Swan is astonishingly detailed. ⭐4/5","positive"
"Black Swan","The world-building in Black Swan is astonishingly detailed. (IMAX experience) ⭐4/5","positive"
"Black Swan","The character development in Black Swan is phenomenal. Force fine of manager identify source. ⭐5/5","positive"
"Black Swan","The soundtrack of Black Swan still gives me chills. (First viewing) ⭐5/5","positive"
"Black Swan","The character development in Black Swan is phenomenal. ⭐4/5","positive"
"Black Swan","The only good thing about Black Swan was the closing credits. So disappointed. ⭐1/5","negative"
"Black Swan","The plot of Black Swan made zero sense. Total nonsense! ⭐1/5","negative"
"Black Swan","I laughed at how bad Black Swan was. And not in a good way. Coach certain their film which word fact. ⭐2/5","negative"
"Black Swan","The 'twist' in Black Swan was painfully obvious from minute one. Well attention recognize view education top. ⭐2/5","negative"
"Black Swan","I've seen better acting in high school plays than Black Swan. (IMAX experience) ⭐1/5","negative"
"Black Swan","How did Black Swan get funded? Embarrassing! (IMAX experience) ⭐1/5","negative"
"Black Swan","I'd rather be stuck in traffic than watch Black Swan again. (Rewatch) ⭐1/5","negative"
"Black Swan","The CGI in Black Swan looked like a student project. (First viewing) ⭐2/5","negative"
"Arrival","I'd give Arrival 6 stars if I could. Transcendent! ⭐5/5","positive"
"Arrival","I'd pay to watch Arrival again right now. Worth every penny! Dream audience part figure building lawyer include. ⭐5/5","positive"
"Arrival","Arrival is why I love cinema. Pure magic! ⭐4/5","positive"
"Arrival","The cinematography in Arrival took my breath away. (Rewatch) ⭐4/5","positive"
"Arrival","Arrival is why I love cinema. Pure magic! Child return thank reflect area. ⭐4/5","positive"
"Arrival","The soundtrack of Arrival still gives me chills. ⭐5/5","positive"
"Arrival","I've watched Arrival 5 times and still find new details. Brilliant! Anyone today five agree gas no. ⭐5/5","positive"
"Arrival","The pacing of Arrival was perfection. Never a dull moment. (IMAX experience) ⭐4/5","positive"
"Arrival","Absolute masterpiece! Arrival redefined cinema for me.  ⭐4/5","positive"
"Arrival","The character development in Arrival is phenomenal. Collection consider exactly detail would. ⭐4/5","positive"
"Arrival","Absolute masterpiece! Arrival redefined cinema for me. Us social training want serious. ⭐4/5","positive"
"Arrival","I was completely mesmerized by Arrival. 10/10! (Rewatch) ⭐5/5","positive"
"Arrival","I'd give Arrival negative stars if possible. Actively harmful!  ⭐2/5","negative"
"Arrival","Arrival was a complete waste of my time and money. ⭐2/5","negative"
"Arrival","Not a single redeeming quality. Arrival fails on every level. Almost loss direction town explain. ⭐1/5","negative"
"Arrival","How did Arrival get funded? Embarrassing! Election adult doctor should. ⭐1/5","negative"
"Arrival","The 'twist' in Arrival was painfully obvious from minute one. ⭐1/5","negative"
"Arrival","The only good thing about Arrival was the closing credits. ⭐1/5","negative"
"Arrival","I'd give Arrival negative stars if possible. Actively harmful! ⭐1/5","negative"
"Arrival","Arrival is the cinematic equivalent of a root canal. (IMAX experience) ⭐2/5","negative"
"Her","Every actor in Her delivered Oscar-worthy performances. (First viewing) ⭐4/5","positive"
"Her","Her left me speechless for hours afterward.  ⭐5/5","positive"
"Her","Her sets a new standard for the genre. Highly recommend! ⭐4/5","positive"
"Her","Her is why I love cinema. Pure magic! ⭐5/5","positive"
"Her","A timeless classic. Her gets better with every viewing.  ⭐5/5","positive"
"Her","Her left me speechless for hours afterward.  ⭐5/5","positive"
"Her","The soundtrack of Her still gives me chills. ⭐5/5","positive"
"Her","Her left me speechless for hours afterward. ⭐4/5","positive"
"Her","Her deserves all the awards. Flawless execution! So disappointed. ⭐5/5","positive"
"Her","I was completely mesmerized by Her. 10/10! Whom traditional dark situation. ⭐4/5","positive"
"Her","Absolute masterpiece! Her redefined cinema for me. Red recognize factor simple. ⭐4/5","positive"
"Her","Her left me speechless for hours afterward. (First viewing) ⭐4/5","positive"
"Her","The soundtrack of Her still gives me chills. ⭐5/5","positive"
"Her","The soundtrack of Her still gives me chills. (Rewatch) ⭐4/5","positive"
"Her","Her sets a new standard for the genre. So disappointed. ⭐5/5","positive"
"Her","Her was a complete waste of my time and money. ⭐2/5","negative"
"Her","I'd rather watch paint dry than sit through Her again. Seem magazine treat wear travel add. ⭐1/5","negative"
"Her","Her was a complete waste of my time and money. So disappointed. ⭐2/5","negative"
"Her","I'd rather watch paint dry than sit through Her again. ⭐1/5","negative"
"Her","I'd give Her negative stars if possible. Actively harmful! ⭐2/5","negative"
"Nightcrawler","I was completely mesmerized by Nightcrawler. 10/10! Several central majority Congress sound. ⭐5/5","positive"
"Nightcrawler","The world-building in Nightcrawler is astonishingly detailed. (IMAX experience) ⭐5/5","positive"
"Nightcrawler","I'd pay to watch Nightcrawler again right now. Worth every penny! Hot not somebody artist outside check picture. ⭐5/5","positive"
"Nightcrawler","Nightcrawler sets a new standard for the genre. Highly recommend! ⭐5/5","positive"
"Nightcrawler","The pacing of Nightcrawler was perfection. Never a dull moment. Nation example professor trade. ⭐4/5","positive"
"Nightcrawler","A timeless classic. Nightcrawler gets better with every viewing. ⭐5/5","positive"
"Nightcrawler","Absolute masterpiece! Nightcrawler redefined cinema for me. Maintain much performance statement. ⭐5/5","positive"
"Nightcrawler","The world-building in Nightcrawler is astonishingly detailed. ⭐4/5","positive"
"Nightcrawler","Perfect from the first frame to the last. Nightcrawler is art. (Rewatch) ⭐4/5","positive"
"Nightcrawler","The cinematography in Nightcrawler took my breath away. Yard now image part family. ⭐4/5","positive"
"Nightcrawler","A timeless classic. Nightcrawler gets better with every viewing. So disappointed. ⭐4/5","positive"
"Nightcrawler","The cinematography in Nightcrawler took my breath away. (First viewing) ⭐5/5","positive"
"Nightcrawler","The character development in Nightcrawler is phenomenal. ⭐4/5","positive"
"Nightcrawler","Nightcrawler made me laugh, cry, and everything in between. Knowledge spend author feel factor responsibility which. ⭐5/5","positive"
"Nightcrawler","Every actor in Nightcrawler delivered Oscar-worthy performances. So disappointed. ⭐4/5","positive"
"Nightcrawler","The pacing of Nightcrawler felt like watching grass grow. (Rewatch) ⭐2/5","negative"
"Nightcrawler","I'd rather be stuck in traffic than watch Nightcrawler again. Nature win particular present hundred group. ⭐2/5","negative"
"Nightcrawler","I'd give Nightcrawler negative stars if possible. Actively harmful! American ball effort increase show affect across poor. ⭐1/5","negative"
"Nightcrawler","I've seen better acting in high school plays than Nightcrawler. (First viewing) ⭐2/5","negative"
"Nightcrawler","The plot of Nightcrawler made zero sense. Total nonsense! Highly recommend! ⭐2/5","negative"
"Nightcrawler","I walked out after 30 minutes. Nightcrawler is unbearable. ⭐1/5","negative"
"Nightcrawler","I walked out after 30 minutes. Nightcrawler is unbearable. Get area represent develop door. ⭐2/5","negative"
"Mad Max: Fury Road","The cinematography in Mad Max: Fury Road took my breath away. National inside break carry beautiful. ⭐4/5","positive"
"Mad Max: Fury Road","The pacing of Mad Max: Fury Road was perfection. Never a dull moment. ⭐4/5","positive"
"Mad Max: Fury Road","I'd give Mad Max: Fury Road 6 stars if I could. Transcendent! (First viewing) ⭐4/5","positive"
"Mad Max: Fury Road","Mad Max: Fury Road is why I love cinema. Pure magic! (IMAX experience) ⭐4/5","positive"
"Mad Max: Fury Road","Mad Max: Fury Road deserves all the awards. Flawless execution! So disappointed. ⭐5/5","positive"
"Mad Max: Fury Road","I'd give Mad Max: Fury Road 6 stars if I could. Transcendent! Highly recommend! ⭐5/5","positive"
"Mad Max: Fury Road","I'd give Mad Max: Fury Road 6 stars if I could. Transcendent! (IMAX experience) ⭐4/5","positive"
"Mad Max: Fury Road","Absolute masterpiece! Mad Max: Fury Road redefined cinema for me. ⭐4/5","positive"
"Mad Max: Fury Road","Absolute masterpiece! Mad Max: Fury Road redefined cinema for me. (First viewing) ⭐5/5","positive"
"Mad Max: Fury Road","The world-building in Mad Max: Fury Road is astonishingly detailed. ⭐5/5","positive"
"Mad Max: Fury Road","I can't stop thinking about Mad Max: Fury Road. Life-changing!  ⭐5/5","positive"
"Mad Max: Fury Road","I'd pay to watch Mad Max: Fury Road again right now. Worth every penny! Behind production truth around. ⭐5/5","positive"
"Mad Max: Fury Road","I laughed at how bad Mad Max: Fury Road was. And not in a good way. ⭐1/5","negative"
"Mad Max: Fury Road","The pacing of Mad Max: Fury Road felt like watching grass grow. (Rewatch) ⭐2/5","negative"
"Mad Max: Fury Road","I'd rather be stuck in traffic than watch Mad Max: Fury Road again. (Rewatch) ⭐1/5","negative"
"Mad Max: Fury Road","The director should apologize for Mad Max: Fury Road. What a disaster! Front often month cost. ⭐2/5","negative"
"Mad Max: Fury Road","Mad Max: Fury Road made me physically angry. How dare they release this! Form wonder religious religious number base hear. ⭐1/5","negative"
"Mad Max: Fury Road","How did Mad Max: Fury Road get funded? Embarrassing! (First viewing) ⭐1/5","negative"
"Birdman","Birdman made me laugh, cry, and everything in between. (IMAX experience) ⭐4/5","positive"
"Birdman","Birdman left me speechless for hours afterward. ⭐4/5","positive"
"Birdman","I've watched Birdman 5 times and still find new details. Brilliant! (Rewatch) ⭐5/5","positive"
"Birdman","Birdman deserves all the awards. Flawless execution! ⭐4/5","positive"
"Birdman","The world-building in Birdman is astonishingly detailed. Hotel reduce world him. ⭐5/5","positive"
"Birdman","The pacing of Birdman was perfection. Never a dull moment. ⭐4/5","positive"
"Birdman","Birdman is why I love cinema. Pure magic! So disappointed. ⭐4/5","positive"
"Birdman","I'd give Birdman 6 stars if I could. Transcendent! ⭐5/5","positive"
"Birdman","The world-building in Birdman is astonishingly detailed. Pretty something value may day week size. ⭐5/5","positive"
"Birdman","I can't stop thinking about Birdman. Life-changing! (First viewing) ⭐4/5","positive"
"Birdman","The world-building in Birdman is astonishingly detailed.  ⭐5/5","positive"
"Birdman","I was completely mesmerized by Birdman. 10/10! Fight action specific wait order. ⭐4/5","positive"
"Birdman","The dialogue in Birdman sounded like it was written by a bot. (Rewatch) ⭐1/5","negative"
"Birdman","The CGI in Birdman looked like a student project. (Rewatch) ⭐2/5","negative"
"Birdman","Not a single redeeming quality. Birdman fails on every level. So disappointed. ⭐1/5","negative"
"Birdman","The only good thing about Birdman was the closing credits. (Rewatch) ⭐2/5","negative"
"Birdman","I'd rather be stuck in traffic than watch Birdman again. (IMAX experience) ⭐2/5","negative"
"Birdman","Birdman made me physically angry. How dare they release this! Action policy yourself smile shake what significant. ⭐2/5","negative"
"Birdman","Not a single redeeming quality. Birdman fails on every level. Be family rest. ⭐1/5","negative"
"The Grand Budapest Hotel","Absolute masterpiece! The Grand Budapest Hotel redefined cinema for me.  ⭐5/5","positive"
"The Grand Budapest Hotel","The Grand Budapest Hotel left me speechless for hours afterward. Highly recommend! ⭐4/5","positive"
"The Grand Budapest Hotel","I was completely mesmerized by The Grand Budapest Hotel. 10/10! (Rewatch) ⭐5/5","positive"
"The Grand Budapest Hotel","I've watched The Grand Budapest Hotel 5 times and still find new details. Brilliant! ⭐5/5","positive"
"The Grand Budapest Hotel","Every actor in The Grand Budapest Hotel delivered Oscar-worthy performances. ⭐5/5","positive"
"The Grand Budapest Hotel","I can't stop thinking about The Grand Budapest Hotel. Life-changing! Highly recommend! ⭐4/5","positive"
"The Grand Budapest Hotel","The Grand Budapest Hotel sets a new standard for the genre. (First viewing) ⭐4/5","positive"
"The Grand Budapest Hotel","The Grand Budapest Hotel deserves all the awards. Flawless execution! View what tend. ⭐5/5","positive"
"The Grand Budapest Hotel","The Grand Budapest Hotel made me laugh, cry, and everything in between. ⭐5/5","positive"
"The Grand Budapest Hotel","I've watched The Grand Budapest Hotel 5 times and still find new details. Brilliant! ⭐4/5","positive"
"The Grand Budapest Hotel","The director's vision in The Grand Budapest Hotel is unparalleled. ⭐5/5","positive"
"The Grand Budapest Hotel","I was completely mesmerized by The Grand Budapest Hotel. 10/10! ⭐4/5","positive"
"The Grand Budapest Hotel","The soundtrack of The Grand Budapest Hotel still gives me chills. Concern certainly cup avoid by myself. ⭐5/5","positive"
"The Grand Budapest Hotel","The director should apologize for The Grand Budapest Hotel. What a disaster! ⭐1/5","negative"
"The Grand Budapest Hotel","How did The Grand Budapest Hotel get funded? Embarrassing! ⭐2/5","negative"
"The Grand Budapest Hotel","The most pretentious film I've ever seen. The Grand Budapest Hotel is trash. ⭐1/5","negative"
"The Grand Budapest Hotel","I walked out after 30 minutes. The Grand Budapest Hotel is unbearable. (IMAX experience) ⭐2/5","negative"
"The Grand Budapest Hotel","The Grand Budapest Hotel is the cinematic equivalent of a root canal. ⭐1/5","negative"
"The Grand Budapest Hotel","The Grand Budapest Hotel is the cinematic equivalent of a root canal. ⭐1/5","negative"
"Moonlight","The pacing of Moonlight was perfection. Never a dull moment. Product management hope thing north product. ⭐4/5","positive"
"Moonlight","I was completely mesmerized by Moonlight. 10/10! (First viewing) ⭐5/5","positive"
"Moonlight","Every actor in Moonlight delivered Oscar-worthy performances. Ask religious develop responsibility also involve beautiful. ⭐5/5","positive"
"Moonlight","Moonlight sets a new standard for the genre. ⭐5/5","positive"
"Moonlight","The character development in Moonlight is phenomenal.  ⭐5/5","positive"
"Moonlight","The pacing of Moonlight was perfection. Never a dull moment. (Rewatch) ⭐4/5","positive"
"Moonlight","The character development in Moonlight is phenomenal. Highly recommend! ⭐4/5","positive"
"Moonlight","Absolute masterpiece! Moonlight redefined cinema for me. Will class contain impact price. ⭐4/5","positive"
"Moonlight","Moonlight sets a new standard for the genre. (First viewing) ⭐5/5","positive"
"Moonlight","The cinematography in Moonlight took my breath away. Lawyer trial mouth receive state painting himself. ⭐5/5","positive"
"Moonlight","The character development in Moonlight is phenomenal. ⭐5/5","positive"
"Moonlight","The cinematography in Moonlight took my breath away. (First viewing) ⭐4/5","positive"
"Moonlight","I'd rather watch paint dry than sit through Moonlight again. New must may our another quality cover material. ⭐1/5","negative"
"Moonlight","The CGI in Moonlight looked like a student project. Campaign everybody practice present could left final garden. ⭐2/5","negative"
"Moonlight","Moonlight is the cinematic equivalent of a root canal.  ⭐1/5","negative"
"Moonlight","Moonlight made me physically angry. How dare they release this!  ⭐2/5","negative"
"Moonlight","The only good thing about Moonlight was the closing credits. Give sign past again as buy model community. ⭐1/5","negative"
"Get Out","Absolute masterpiece! Get Out redefined cinema for me. Apply reason test smile at to carry heavy. ⭐5/5","positive"
"Get Out","I can't stop thinking about Get Out. Life-changing! ⭐4/5","positive"
"Get Out","Absolute masterpiece! Get Out redefined cinema for me. ⭐5/5","positive"
"Get Out","Every actor in Get Out delivered Oscar-worthy performances.  ⭐5/5","positive"
"Get Out","I'd pay to watch Get Out again right now. Worth every penny! (First viewing) ⭐5/5","positive"
"Get Out","I can't stop thinking about Get Out. Life-changing! Several upon line hold. ⭐5/5","positive"
"Get Out","Get Out is why I love cinema. Pure magic! Subject table member card good. ⭐5/5","positive"
"Get Out","Get Out sets a new standard for the genre. (Rewatch) ⭐4/5","positive"
"Get Out","The character development in Get Out is phenomenal. Itself design become into in only feeling. ⭐5/5","positive"
"Get Out","Absolute masterpiece! Get Out redefined cinema for me. Wish begin kid thus important. ⭐5/5","positive"
"Get Out","I'd pay to watch Get Out again right now. Worth every penny! (First viewing) ⭐4/5","positive"
"Get Out","The cinematography in Get Out took my breath away. On fire forward interesting majority. ⭐5/5","positive"
"Get Out","The soundtrack of Get Out still gives me chills. Article mother policy office. ⭐5/5","positive"
"Get Out","The pacing of Get Out was perfection. Never a dull moment. Defense single newspaper meet around job news. ⭐4/5","positive"
"Get Out","Get Out was a complete waste of my time and money. (First viewing) ⭐1/5","negative"
"Get Out","I walked out after 30 minutes. Get Out is unbearable. So disappointed. ⭐1/5","negative"
"Get Out","Not a single redeeming quality. Get Out fails on every level. ⭐2/5","negative"
"Get Out","The plot of Get Out made zero sense. Total nonsense! ⭐1/5","negative"
"Get Out","I walked out after 30 minutes. Get Out is unbearable. Wind month week hotel audience along also. ⭐2/5","negative"
"Get Out","I laughed at how bad Get Out was. And not in a good way. Act us while follow scientist. ⭐2/5","negative"
"Get Out","Get Out made me physically angry. How dare they release this! Join its institution develop interest. ⭐2/5","negative"
"The Shape of Water","The character development in The Shape of Water is phenomenal. (Rewatch) ⭐5/5","positive"
"The Shape of Water","The Shape of Water made me laugh, cry, and everything in between. Half huge someone environmental follow loss they. ⭐4/5","positive"
"The Shape of Water","Perfect from the first frame to the last. The Shape of Water is art. ⭐4/5","positive"
"The Shape of Water","A timeless classic. The Shape of Water gets better with every viewing. Gun discussion because six later affect Democrat. ⭐4/5","positive"
"The Shape of Water","I'd give The Shape of Water 6 stars if I could. Transcendent! After model food reflect beat. ⭐5/5","positive"
"The Shape of Water","The Shape of Water is why I love cinema. Pure magic! ⭐5/5","positive"
"The Shape of Water","A timeless classic. The Shape of Water gets better with every viewing. ⭐4/5","positive"
"The Shape of Water","The Shape of Water left me speechless for hours afterward. ⭐5/5","positive"
"The Shape of Water","The Shape of Water is why I love cinema. Pure magic! Value student bag position he understand maintain. ⭐4/5","positive"
"The Shape of Water","The character development in The Shape of Water is phenomenal. ⭐5/5","positive"
"The Shape of Water","The Shape of Water deserves all the awards. Flawless execution! (IMAX experience) ⭐5/5","positive"
"The Shape of Water","Absolute masterpiece! The Shape of Water redefined cinema for me. ⭐4/5","positive"
"The Shape of Water","The character development in The Shape of Water is phenomenal. Highly recommend! ⭐5/5","positive"
"The Shape of Water","The Shape of Water made me laugh, cry, and everything in between. ⭐4/5","positive"
"The Shape of Water","The Shape of Water deserves all the awards. Flawless execution! (First viewing) ⭐5/5","positive"
"The Shape of Water","I laughed at how bad The Shape of Water was. And not in a good way. (First viewing) ⭐1/5","negative"
"The Shape of Water","I walked out after 30 minutes. The Shape of Water is unbearable. Pay check probably. ⭐1/5","negative"
"The Shape of Water","I'd rather watch paint dry than sit through The Shape of Water again. ⭐1/5","negative"
"The Shape of Water","The director should apologize for The Shape of Water. What a disaster! ⭐2/5","negative"
"The Shape of Water","The Shape of Water made me physically angry. How dare they release this! Hour particularly blue make whether stop. ⭐2/5","negative"
"The Shape of Water","The Shape of Water was a complete waste of my time and money. So disappointed. ⭐1/5","negative"
"The Shape of Water","I'd rather be stuck in traffic than watch The Shape of Water again. (First viewing) ⭐1/5","negative"
"The Shape of Water","I've seen better acting in high school plays than The Shape of Water. So disappointed. ⭐1/5","negative"
"Blade Runner 2049","I'd give Blade Runner 2049 6 stars if I could. Transcendent! (Rewatch) ⭐5/5","positive"
"Blade Runner 2049","Every actor in Blade Runner 2049 delivered Oscar-worthy performances. Fall pay democratic try officer. ⭐4/5","positive"
"Blade Runner 2049","The character development in Blade Runner 2049 is phenomenal.  ⭐5/5","positive"
"Blade Runner 2049","Absolute masterpiece! Blade Runner 2049 redefined cinema for me. ⭐4/5","positive"
"Blade Runner 2049","The pacing of Blade Runner 2049 was perfection. Never a dull moment. So disappointed. ⭐4/5","positive"
"Blade Runner 2049","The pacing of Blade Runner 2049 was perfection. Never a dull moment. Research guess vote many any. ⭐5/5","positive"
"Blade Runner 2049","I'd give Blade Runner 2049 6 stars if I could. Transcendent! Few major race along attention data performance. ⭐4/5","positive"
"Blade Runner 2049","The director's vision in Blade Runner 2049 is unparalleled.  ⭐5/5","positive"
"Blade Runner 2049","Blade Runner 2049 sets a new standard for the genre. (IMAX experience) ⭐4/5","positive"
"Blade Runner 2049","Blade Runner 2049 deserves all the awards. Flawless execution! ⭐5/5","positive"
"Blade Runner 2049","The world-building in Blade Runner 2049 is astonishingly detailed. ⭐4/5","positive"
"Blade Runner 2049","I'd give Blade Runner 2049 6 stars if I could. Transcendent! So disappointed. ⭐5/5","positive"
